0,14,0,5,9,14,12,17,4,9,9,14,4,9,9,14,4,9,9,14
7,14,5,7,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
14,14,4,9,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
7,7,3,15,12,17,9,14,9,14,9,14,9,14,9,14,9,14,9,14
14,14,7,9,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
0,14,4,9,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
14,14,8,10,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
0,7,0,9,12,17,4,13,9,14,9,14,9,14,9,14,9,14,9,14
14,14,3,12,1,12,4,9,9,14,4,9,9,14,4,9,9,14,9,14
7,14,5,16,12,17,9,14,9,14,9,14,9,14,9,14,9,14,9,14
14,14,9,16,1,12,9,14,9,14,9,14,9,14,9,14,9,14,9,14
0,14,1,6,9,14,12,17,4,9,9,14,4,9,9,14,4,9,9,14
0,7,0,12,12,17,9,14,9,14,9,14,9,14,9,14,9,14,9,14
14,7,2,4,1,8,12,17,4,13,9,14,9,14,9,14,9,14,9,14
14,7,4,8,1,12,12,17,9,14,9,14,9,14,9,14,9,14,9,14
0,14,2,7,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
14,7,7,11,1,12,12,17,9,14,9,14,9,14,9,14,9,14,9,14
0,14,3,12,9,14,9,14,9,14,9,14,9,14,9,14,9,14,9,14
0,7,5,7,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
7,14,2,4,9,14,12,17,4,9,9,14,4,9,9,14,4,9,9,14
7,7,4,8,1,12,12,17,9,14,9,14,9,14,9,14,9,14,9,14
0,7,2,13,12,17,9,14,9,14,9,14,9,14,9,14,9,14,9,14
7,14,4,6,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
7,14,8,13,9,14,9,14,9,14,9,14,9,14,9,14,9,14,9,14
7,14,3,8,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
14,7,8,17,1,12,9,14,9,14,9,14,9,14,9,14,9,14,9,14
7,14,3,8,9,14,4,9,9,14,4,9,9,14,4,9,9,14,9,14
0,7,1,6,4,9,12,17,4,13,9,14,9,14,9,14,9,14,9,14
7,7,4,6,1,12,12,17,9,14,9,14,9,14,9,14,9,14,9,14
0,14,1,13,12,17,9,14,9,14,9,14,9,14,9,14,9,14,9,14
14,7,2,4,1,8,12,17,4,13,9,14,9,14,9,14,9,14,9,14
7,14,2,4,9,14,12,17,4,9,9,14,4,9,9,14,4,9,9,14
7,14,2,11,9,14,9,14,9,14,9,14,9,14,9,14,9,14,9,14
0,7,2,7,12,17,4,13,9,14,9,14,9,14,9,14,9,14,9,14
0,14,5,14,12,17,9,14,9,14,9,14,9,14,9,14,9,14,9,14
0,14,14,16,9,14,9,14,9,14,9,14,9,14,9,14,9,14,9,14
14,7,8,17,1,12,9,14,9,14,9,14,9,14,9,14,9,14,9,14
7,14,2,4,9,14,12,17,4,9,9,14,4,9,9,14,4,9,9,14
